Post_ID,Pseudo_Caption,Post_Date,Platform,Hashtag,Content_Type,Region,Views,Likes,Shares,Comments,Viral
Post_3815,youtube Tweet about #Fashion posted in UK,2023-01-07,youtube,#Fashion,Tweet,UK,3606764.0,485521.0,27501.0,7055.0,0
Post_8,youtube Shorts about #Gaming posted in UK,2022-01-14,  youtube  ,#misc,Shorts,uk,,,,,0
Post_2623,youtube Post about #Dance posted in UK,invalid_date,youtube,#error,Post,Uk,,,,,0
Post_4675,twitter Shorts about #Music posted in Canada,2023-10-10,twitter,#Music,Shorts,canada,2481934.0,156815.0,67643.0,3623.0,1
Post_2246,twitter Tweet about #Fitness posted in India,2023-08-28,TWITTER,#Fitness,Tweet,INDIA,4946908.0,203142.0,39890.0,30878.0,0
Post_4061,youtube Tweet about #Comedy posted in UK,2023-05-21,Youtube,#Comedy,Tweet,uk,4242550.0,489296.0,20200.0,6399.0,1
Post_2427,instagram Live Stream about #Tech posted in India,2023-02-12,  instagram  ,#Tech,Live Stream,india,4466621.0,479028.0,75159.0,13063.0,0
Post_800,youtube Live Stream about #Challenge posted in Canada,2022-04-23,  youtube  ,#Challenge,Live Stream,CANADA,3704693.0,361357.0,70236.0,46913.0,0
Post_1983,instagram Post about #Education posted in USA,2023-05-08,  instagram  ,#Education,Post,USA,3919221.0,497249.0,2694.0,27576.0,0
Post_3380,tiktok Post about #Education posted in Japan,2023-11-30,tiktok,#Education,Post,JAPAN,3166440.0,137101.0,16256.0,37449.0,0
Post_909,instagram Video about #Education posted in Canada,2023-11-17,instagram,#Education,Video,  Canada  ,3373468.0,255416.0,34814.0,25166.0,0
Post_4762,youtube Tweet about #Music posted in Japan,2023-12-20,  youtube  ,#Music,Tweet,Japan,2101712.0,32761.0,87377.0,33207.0,0
Post_198,tiktok Post about #Dance posted in Canada,2022-06-02,TIKTOK,#Dance,Post,Canada,2440215.0,199343.0,53628.0,10359.0,0
Post_4670,youtube Tweet about #Fashion posted in Japan,2023-11-30,  youtube  ,#Fashion,Tweet,  Japan  ,635257.0,459877.0,99368.0,20983.0,1
Post_1501,youtube Tweet about #Tech posted in USA,2023-09-20,YOUTUBE,#Tech,Tweet,usa,-2579953.0 Views,-129665.0 Likes,-13366.0 Shares,-22743.0 Comments,1
Post_1575,youtube Reel about #Tech posted in USA,2022-06-01,YOUTUBE,#Tech,Reel,USA,2833025.0,156803.0,67252.0,2601.0,0
Post_2064,youtube Video about #Viral posted in USA,2022-03-21,youtube,#Viral,Video,  USA  ,4223193.0,176020.0,88836.0,18233.0,0
Post_3073,youtube Shorts about #Education posted in Australia,2022-09-01,youtube,#Education,Shorts,australia,1690004.0,87806.0,17483.0,2879.0,0
Post_384,twitter Live Stream about #Comedy posted in UK,2022-11-05,  twitter  ,#Comedy,Live Stream,uk,-3432762.0 Views,-386123.0 Likes,-50354.0 Shares,-18115.0 Comments,0
Post_847,instagram Video about #Education posted in India,2023-04-02,  instagram  ,#Education,Video,INDIA,735190.0,421586.0,62738.0,38778.0,1
Post_481,instagram Shorts about #Dance posted in UK,2022-09-16,instagram,#Dance,Shorts,  UK  ,2836012.0,183713.0,10028.0,21436.0,0
Post_528,youtube Reel about #Education posted in UK,2022-11-10,  youtube  ,#Education,Reel,Uk,-1086831.0 Views,-3960.0 Likes,-92374.0 Shares,-44074.0 Comments,0
Post_2239,youtube Post about #Challenge posted in Canada,2022-04-18,  youtube  ,#Challenge,Post,  Canada  ,940572.0,408240.0,54144.0,49611.0,1
Post_2088,tiktok Tweet about #Dance posted in Brazil,2022-06-11,tiktok,#Dance,Tweet,Brazil,2085790.0,301010.0,93981.0,40343.0,0
Post_4922,youtube Post about #Tech posted in Brazil,2023-02-07,YOUTUBE,#Tech,Post,BRAZIL,3806034.0,9672.0,65313.0,8739.0,0
Post_1100,tiktok Shorts about #Tech posted in Japan,2022-05-27,TIKTOK,#Tech,Shorts,Japan,-2076113.0 Views,-484384.0 Likes,-39567.0 Shares,-41864.0 Comments,0
Post_4582,youtube Tweet about #Viral posted in Canada,2022-04-19,YOUTUBE,#Viral,Tweet,  Canada  ,3261233.0,113979.0,8547.0,35128.0,0
Post_1369,tiktok Post about #Viral posted in Canada,2023-10-26,TIKTOK,#Viral,Post,canada,-963137.0 Views,-158489.0 Likes,-94198.0 Shares,-2651.0 Comments,0
Post_711,youtube Shorts about #Challenge posted in Japan,2022-08-26,YOUTUBE,#Challenge,Shorts,  Japan  ,3572811.0,361047.0,36640.0,14135.0,0
Post_2655,instagram Live Stream about #Challenge posted in Japan,2022-02-01,Instagram,#Challenge,Live Stream,japan,3339645.0,423737.0,51231.0,19571.0,0
Post_846,twitter Tweet about #Tech posted in Brazil,2023-08-09,twitter,#Tech,Tweet,  Brazil  ,1262231.0,240848.0,63648.0,46400.0,0
Post_2211,twitter Post about #Fitness posted in USA,2022-01-09,twitter,#Fitness,Post,  USA  ,2756985.0,167281.0,38374.0,11465.0,0
Post_4210,twitter Reel about #Dance posted in UK,2022-06-02,TWITTER,#Dance,Reel,Uk,147450.0,381039.0,15546.0,16920.0,1
Post_1703,tiktok Shorts about #Dance posted in Japan,2023-12-15,  tiktok  ,#Dance,Shorts,  Japan  ,-2868762.0 Views,-109444.0 Likes,-83287.0 Shares,-38867.0 Comments,0
Post_3258,instagram Reel about #Tech posted in Australia,2023-06-27,  instagram  ,#Tech,Reel,australia,276749.0,409709.0,41368.0,1705.0,1
Post_3048,youtube Tweet about #Gaming posted in UK,2022-07-16,youtube,#Gaming,Tweet,  UK  ,2738867.0,453411.0,27052.0,32698.0,0
Post_3942,instagram Post about #Tech posted in Canada,2022-07-09,  instagram  ,#Tech,Post,Canada,234535.0,251440.0,28477.0,22111.0,1
Post_1077,tiktok Video about #Fitness posted in Brazil,2023-04-07,Tiktok,#Fitness,Video,  Brazil  ,1026460.0,195036.0,70291.0,35850.0,1
Post_415,youtube Video about #Music posted in UK,2022-02-24,Youtube,#Music,Video,UK,2520922.0,74513.0,3987.0,22252.0,0
Post_3309,tiktok Video about #Challenge posted in Germany,2022-10-03,tiktok,#Challenge,Video,germany,1043395.0,134984.0,35106.0,42823.0,0
Post_4926,youtube Live Stream about #Music posted in Australia,2022-08-05,YOUTUBE,#Music,Live Stream,  Australia  ,1877694.0,366390.0,11868.0,21452.0,0
Post_3484,instagram Video about #Tech posted in UK,2023-05-15,instagram,#Tech,Video,  UK  ,948205.0,279450.0,19021.0,28397.0,0
Post_3210,instagram Video about #Education posted in Australia,invalid_date,instagram,#none,Video,Australia,,,,,0
Post_2424,instagram Shorts about #Dance posted in Germany,2022-06-05,Instagram,#Dance,Shorts,germany,670647.0,304751.0,19252.0,4825.0,1
Post_2649,twitter Post about #Gaming posted in UK,2023-11-07,twitter,#Gaming,Post,uk,4286813.0,286139.0,99445.0,10512.0,0
Post_1373,instagram Reel about #Comedy posted in India,2022-09-13,instagram,#Comedy,Reel,India,2744810.0,30544.0,94790.0,20833.0,0
Post_2599,instagram Tweet about #Comedy posted in Canada,2023-10-15,instagram,#Comedy,Tweet,Canada,895082.0,165876.0,33670.0,43357.0,0
Post_1489,youtube Post about #Music posted in India,2022-05-11,youtube,#Music,Post,  India  ,-1026032.0 Views,-380810.0 Likes,-37630.0 Shares,-25608.0 Comments,1
Post_1404,youtube Tweet about #Tech posted in India,2023-07-29,youtube,#Tech,Tweet,  India  ,4883178.0,104079.0,97157.0,25266.0,0
Post_4502,tiktok Shorts about #Challenge posted in India,2023-08-17,tiktok,#Challenge,Shorts,  India  ,3123791.0,288683.0,39757.0,32872.0,0
Post_3597,instagram Reel about #Education posted in USA,2023-05-25,Instagram,#Education,Reel,USA,-3570669.0 Views,-376435.0 Likes,-42008.0 Shares,-15701.0 Comments,0
Post_2771,twitter Post about #Education posted in Canada,2023-08-12,TWITTER,#Education,Post,canada,-438926.0 Views,-418878.0 Likes,-61638.0 Shares,-26939.0 Comments,1
Post_140,tiktok Video about #Fitness posted in USA,2022-12-23,TIKTOK,#Fitness,Video,Usa,1089083.0,150418.0,45387.0,25632.0,0
Post_4727,instagram Video about #Comedy posted in USA,2023-10-29,instagram,#Comedy,Video,  USA  ,-4370709.0 Views,-128441.0 Likes,-38915.0 Shares,-38928.0 Comments,1
Post_1837,twitter Reel about #Music posted in Australia,2023-04-28,Twitter,#Music,Reel,AUSTRALIA,4838364.0,341314.0,61.0,13939.0,0
Post_4056,youtube Reel about #Viral posted in USA,2022-04-10,  youtube  ,#Viral,Reel,  USA  ,3709713.0,180551.0,28942.0,24102.0,0
Post_4924,instagram Shorts about #Dance posted in Japan,2022-05-30,instagram,#Dance,Shorts,Japan,-3359348.0 Views,-170389.0 Likes,-26371.0 Shares,-43645.0 Comments,0
Post_2188,twitter Live Stream about #Dance posted in Canada,2022-10-05,TWITTER,#Dance,Live Stream,CANADA,1448171.0,171170.0,97460.0,23669.0,0
Post_4758,twitter Tweet about #Comedy posted in India,2022-01-17,  twitter  ,#Comedy,Tweet,india,1219338.0,54007.0,33919.0,26510.0,0
Post_2747,twitter Shorts about #Education posted in Brazil,2023-10-07,TWITTER,#Education,Shorts,brazil,1722843.0,246553.0,36913.0,1078.0,0
Post_4028,youtube Video about #Fashion posted in USA,2022-07-30,YOUTUBE,#Fashion,Video,  USA  ,4855651.0,304813.0,25847.0,27390.0,0
Post_4587,instagram Reel about #Tech posted in Australia,2023-06-22,INSTAGRAM,#Tech,Reel,Australia,4796690.0,426637.0,78236.0,41106.0,0
Post_1940,instagram Video about #Education posted in Japan,2023-06-28,Instagram,#Education,Video,  Japan  ,-1799797.0 Views,-411374.0 Likes,-9924.0 Shares,-10776.0 Comments,0
Post_4272,youtube Reel about #Viral posted in UK,2022-12-18,  youtube  ,#Viral,Reel,uk,4014231.0,131648.0,19628.0,38051.0,0
Post_3463,twitter Video about #Dance posted in India,2023-10-15,  twitter  ,#Dance,Video,India,3360585.0,236038.0,32101.0,22848.0,1
Post_2682,twitter Shorts about #Gaming posted in UK,2022-01-26,Twitter,#Gaming,Shorts,Uk,2193984.0,469335.0,14834.0,25029.0,0
Post_594,youtube Tweet about #Gaming posted in Japan,2022-09-09,  youtube  ,#Gaming,Tweet,JAPAN,-3764424.0 Views,-163362.0 Likes,-93921.0 Shares,-36293.0 Comments,0
Post_2932,twitter Reel about #Music posted in USA,2023-01-10,Twitter,#Music,Reel,usa,3865376.0,447014.0,7792.0,24112.0,0
Post_2476,tiktok Shorts about #Fashion posted in USA,2023-11-03,TIKTOK,#Fashion,Shorts,Usa,2286322.0,316805.0,99649.0,12197.0,0
Post_1907,tiktok Live Stream about #Music posted in Germany,2022-01-28,tiktok,#Music,Live Stream,  Germany  ,2622948.0,17240.0,46438.0,7967.0,0
Post_4524,tiktok Video about #Tech posted in USA,2023-02-14,Tiktok,#Tech,Video,usa,732664.0,298982.0,59897.0,20996.0,0
Post_1862,twitter Live Stream about #Tech posted in USA,2022-09-24,  twitter  ,#Tech,Live Stream,USA,1463886.0,297834.0,6037.0,14302.0,0
Post_1587,youtube Live Stream about #Education posted in Japan,2023-12-30,Youtube,#Education,Live Stream,JAPAN,4025654.0,427509.0,7469.0,31997.0,0
Post_4438,tiktok Shorts about #Education posted in Australia,2023-05-01,  tiktok  ,#Education,Shorts,Australia,1111633.0,356767.0,16497.0,5222.0,0
Post_1160,instagram Live Stream about #Music posted in Germany,invalid_date,instagram,#error,Live Stream,  Germany  ,,,,,1
Post_4642,instagram Video about #Comedy posted in UK,2022-07-26,instagram,#Comedy,Video,UK,-4690084.0 Views,-461297.0 Likes,-95691.0 Shares,-23649.0 Comments,0
Post_568,instagram Video about #Tech posted in UK,2022-03-20,INSTAGRAM,#Tech,Video,  UK  ,1357187.0,35801.0,70630.0,1191.0,1
Post_484,tiktok Post about #Challenge posted in Germany,2022-02-12,  tiktok  ,#Challenge,Post,  Germany  ,2872586.0,304584.0,57452.0,40015.0,0
Post_1817,youtube Shorts about #Dance posted in Brazil,invalid_date,  youtube  ,#misc,Shorts,brazil,,,,,1
Post_3668,tiktok Shorts about #Comedy posted in Germany,2023-09-30,Tiktok,#Comedy,Shorts,Germany,-4869354.0 Views,-6608.0 Likes,-6514.0 Shares,-1492.0 Comments,0
Post_1770,twitter Live Stream about #Fashion posted in Japan,2022-06-07,  twitter  ,#Fashion,Live Stream,japan,3241892.0,359553.0,36033.0,22903.0,0
Post_3281,youtube Reel about #Comedy posted in USA,2022-05-24,  youtube  ,#Comedy,Reel,usa,4868393.0,221429.0,60644.0,13098.0,0
Post_1505,instagram Reel about #Gaming posted in USA,2023-10-24,  instagram  ,#Gaming,Reel,usa,4631785.0,399114.0,43028.0,19189.0,0
Post_1989,tiktok Tweet about #Fashion posted in Canada,2022-04-26,TIKTOK,#Fashion,Tweet,  Canada  ,1408093.0,364412.0,43196.0,35593.0,0
Post_1361,youtube Video about #Viral posted in India,2023-03-03,youtube,#Viral,Video,  India  ,-1449220.0 Views,-225649.0 Likes,-39904.0 Shares,-16363.0 Comments,0
Post_3397,youtube Shorts about #Fitness posted in USA,2022-09-25,Youtube,#Fitness,Shorts,usa,-968000.0 Views,-222736.0 Likes,-58242.0 Shares,-26124.0 Comments,1
Post_1407,tiktok Live Stream about #Dance posted in Japan,2022-11-12,  tiktok  ,#Dance,Live Stream,japan,-1166376.0 Views,-489633.0 Likes,-74135.0 Shares,-5827.0 Comments,1
Post_1118,twitter Shorts about #Fashion posted in Japan,invalid_date,  twitter  ,#unknown,Shorts,Japan,,,,,0
Post_1039,tiktok Reel about #Music posted in India,2022-03-20,tiktok,#Music,Reel,INDIA,2404354.0,337049.0,40767.0,13246.0,0
Post_325,tiktok Tweet about #Comedy posted in UK,2022-11-30,  tiktok  ,#Comedy,Tweet,Uk,3369227.0,130484.0,70848.0,12010.0,0
Post_18,tiktok Shorts about #Tech posted in UK,2022-09-17,  tiktok  ,#Tech,Shorts,uk,2051091.0,24472.0,54704.0,41737.0,0
Post_1918,twitter Live Stream about #Challenge posted in Brazil,2022-10-18,TWITTER,#Challenge,Live Stream,  Brazil  ,2581052.0,65940.0,31348.0,24666.0,0
Post_3407,youtube Post about #Tech posted in Japan,2022-04-10,YOUTUBE,#Tech,Post,  Japan  ,-2775989.0 Views,-71052.0 Likes,-317.0 Shares,-40956.0 Comments,1
Post_1800,twitter Reel about #Gaming posted in India,2022-11-27,  twitter  ,#Gaming,Reel,india,-180669.0 Views,-7280.0 Likes,-64009.0 Shares,-29302.0 Comments,0
Post_2917,tiktok Tweet about #Viral posted in Germany,2023-09-11,tiktok,#Viral,Tweet,germany,-731415.0 Views,-432608.0 Likes,-183.0 Shares,-19906.0 Comments,1
Post_3645,twitter Reel about #Fitness posted in Brazil,2022-08-07,TWITTER,#Fitness,Reel,brazil,1637344.0,50807.0,32965.0,37638.0,0
Post_3244,youtube Reel about #Dance posted in India,2022-09-26,youtube,#Dance,Reel,INDIA,2650048.0,201072.0,22798.0,18675.0,0
Post_1710,tiktok Shorts about #Comedy posted in Canada,2023-10-22,tiktok,#Comedy,Shorts,canada,1882409.0,24262.0,55206.0,31018.0,0
Post_214,instagram Shorts about #Viral posted in Japan,2022-07-13,Instagram,#Viral,Shorts,  Japan  ,4316287.0,188239.0,34891.0,39029.0,0
Post_3698,tiktok Tweet about #Challenge posted in UK,2022-09-17,  tiktok  ,#Challenge,Tweet,Uk,2573700.0,22478.0,94199.0,3637.0,0
Post_4284,instagram Reel about #Fitness posted in Germany,2023-06-21,Instagram,#Fitness,Reel,  Germany  ,782140.0,39109.0,45106.0,34619.0,0
Post_4597,instagram Post about #Fashion posted in UK,2022-12-21,instagram,#Fashion,Post,uk,3291531.0,119950.0,87148.0,35630.0,0
Post_1732,twitter Reel about #Fitness posted in Australia,2023-06-26,  twitter  ,#Fitness,Reel,AUSTRALIA,2368193.0,171217.0,24221.0,16695.0,0
Post_4967,tiktok Live Stream about #Music posted in Canada,2023-04-10,TIKTOK,#Music,Live Stream,Canada,1641650.0,262405.0,96374.0,42970.0,0
Post_4735,instagram Shorts about #Challenge posted in USA,2022-08-09,instagram,#Challenge,Shorts,USA,4383045.0,364525.0,90039.0,11727.0,0
Post_4468,twitter Live Stream about #Fitness posted in USA,2023-02-16,twitter,#Fitness,Live Stream,usa,2381324.0,166638.0,40364.0,47901.0,0
Post_1341,instagram Reel about #Viral posted in Japan,2023-08-20,Instagram,#Viral,Reel,Japan,-2449412.0 Views,-260270.0 Likes,-93639.0 Shares,-48015.0 Comments,0
Post_3676,twitter Post about #Fashion posted in Germany,2023-10-14,TWITTER,#Fashion,Post,  Germany  ,659821.0,13467.0,49239.0,8742.0,0
Post_4619,twitter Video about #Tech posted in Australia,2022-10-28,Twitter,#Tech,Video,Australia,4032099.0,215854.0,31543.0,32321.0,1
Post_3520,twitter Live Stream about #Education posted in Brazil,2023-05-18,  twitter  ,#Education,Live Stream,  Brazil  ,-2322799.0 Views,-233252.0 Likes,-25560.0 Shares,-31189.0 Comments,0
Post_158,youtube Reel about #Fashion posted in Canada,2022-10-20,Youtube,#Fashion,Reel,Canada,4391275.0,392281.0,14429.0,27404.0,0
Post_2323,youtube Video about #Music posted in Australia,2022-12-25,  youtube  ,#Music,Video,AUSTRALIA,-3464416.0 Views,-130550.0 Likes,-75762.0 Shares,-46478.0 Comments,0
Post_3793,twitter Post about #Challenge posted in UK,2023-06-24,Twitter,#Challenge,Post,Uk,-4044625.0 Views,-130858.0 Likes,-66782.0 Shares,-11076.0 Comments,0
Post_1372,youtube Reel about #Challenge posted in Brazil,2023-09-03,  youtube  ,#Challenge,Reel,BRAZIL,-3465465.0 Views,-146955.0 Likes,-2010.0 Shares,-4596.0 Comments,0
Post_359,instagram Post about #Tech posted in Brazil,2022-05-17,instagram,#Tech,Post,brazil,3573199.0,332761.0,15013.0,41115.0,0
Post_2849,twitter Post about #Viral posted in Brazil,2022-10-07,TWITTER,#Viral,Post,BRAZIL,4365247.0,320273.0,13480.0,21042.0,0
Post_275,twitter Tweet about #Music posted in Australia,2023-02-02,TWITTER,#Music,Tweet,australia,2860355.0,157614.0,70326.0,47778.0,0
Post_3585,twitter Shorts about #Fashion posted in USA,2023-01-18,Twitter,#Fashion,Shorts,USA,1277909.0,162633.0,40717.0,49400.0,1
Post_3729,twitter Shorts about #Gaming posted in Canada,2023-01-18,  twitter  ,#Gaming,Shorts,CANADA,180512.0,402033.0,81295.0,28799.0,1
Post_2593,tiktok Video about #Fashion posted in Brazil,2023-06-16,  tiktok  ,#Fashion,Video,BRAZIL,36380.0,191250.0,49211.0,34693.0,1
Post_1171,twitter Video about #Education posted in USA,2022-06-17,TWITTER,#Education,Video,  USA  ,3980555.0,275061.0,89641.0,47571.0,0
Post_4288,tiktok Post about #Music posted in UK,2022-06-14,Tiktok,#Music,Post,uk,664216.0,474624.0,86948.0,42845.0,1
Post_2025,instagram Video about #Dance posted in Brazil,2022-08-19,instagram,#Dance,Video,BRAZIL,693717.0,257532.0,54285.0,10651.0,1
Post_2433,twitter Video about #Dance posted in Canada,2023-08-02,  twitter  ,#Dance,Video,CANADA,4914010.0,19243.0,56002.0,8519.0,0
Post_1381,youtube Reel about #Fitness posted in Germany,2023-05-28,YOUTUBE,#Fitness,Reel,GERMANY,4993673.0,462012.0,14851.0,39245.0,0
Post_3097,instagram Video about #Tech posted in Germany,2023-01-15,Instagram,#Tech,Video,  Germany  ,3837949.0,316369.0,65626.0,27325.0,0
Post_911,tiktok Post about #Challenge posted in UK,2023-08-11,tiktok,#Challenge,Post,  UK  ,3724099.0,90120.0,50063.0,34585.0,1
Post_206,twitter Tweet about #Fashion posted in USA,2022-10-17,TWITTER,#Fashion,Tweet,USA,2945128.0,368541.0,66690.0,3800.0,1
Post_2344,youtube Shorts about #Fitness posted in Canada,2023-05-25,Youtube,#Fitness,Shorts,CANADA,3220901.0,364571.0,27324.0,39461.0,0
Post_3596,youtube Reel about #Dance posted in USA,2023-09-29,  youtube  ,#Dance,Reel,  USA  ,1850528.0,331895.0,20122.0,1865.0,0
Post_2014,tiktok Post about #Music posted in Germany,2022-01-09,  tiktok  ,#Music,Post,germany,-2610727.0 Views,-357203.0 Likes,-6242.0 Shares,-35107.0 Comments,0
Post_718,tiktok Live Stream about #Fashion posted in India,2023-09-13,TIKTOK,#Fashion,Live Stream,india,-3698927.0 Views,-457765.0 Likes,-94363.0 Shares,-41251.0 Comments,0
Post_4345,twitter Post about #Comedy posted in Brazil,2022-09-21,  twitter  ,#Comedy,Post,BRAZIL,2329784.0,261145.0,22025.0,8805.0,0
Post_4969,tiktok Shorts about #Music posted in India,2023-05-23,tiktok,#Music,Shorts,india,3910747.0,18623.0,78332.0,10429.0,1
Post_3061,instagram Video about #Challenge posted in Brazil,2022-10-06,instagram,#Challenge,Video,Brazil,277130.0,233783.0,85182.0,8036.0,1
Post_2043,tiktok Tweet about #Viral posted in UK,2023-12-01,Tiktok,#Viral,Tweet,UK,519114.0,457624.0,31292.0,27260.0,1
Post_2,instagram Shorts about #Education posted in India,2022-05-13,INSTAGRAM,#Education,Shorts,INDIA,4155940.0,215240.0,65860.0,27239.0,0
Post_2892,youtube Post about #Fitness posted in Australia,2022-11-29,  youtube  ,#Fitness,Post,Australia,2519050.0,180932.0,12968.0,12148.0,0
Post_4440,tiktok Tweet about #Music posted in Brazil,2022-03-11,  tiktok  ,#Music,Tweet,BRAZIL,2289790.0,171584.0,8515.0,44817.0,0
Post_2335,twitter Reel about #Tech posted in UK,2022-08-25,  twitter  ,#Tech,Reel,UK,152589.0,231019.0,38248.0,15161.0,1
Post_4986,tiktok Live Stream about #Music posted in India,2023-12-14,  tiktok  ,#none,Live Stream,INDIA,,,,,1
Post_4854,tiktok Video about #Education posted in Japan,2023-11-12,tiktok,#Education,Video,  Japan  ,3269522.0,487566.0,24836.0,15466.0,0
Post_1921,youtube Post about #Fashion posted in Japan,2023-01-10,YOUTUBE,#Fashion,Post,JAPAN,526926.0,223556.0,83342.0,14983.0,1
Post_3854,instagram Reel about #Music posted in Australia,2023-05-12,  instagram  ,#Music,Reel,Australia,531906.0,423823.0,33666.0,9162.0,1
Post_3833,twitter Post about #Fitness posted in Germany,invalid_date,  twitter  ,#unknown,Post,germany,,,,,0
Post_1397,twitter Reel about #Challenge posted in USA,2022-06-20,  twitter  ,#Challenge,Reel,  USA  ,-1687923.0 Views,-409229.0 Likes,-27714.0 Shares,-13106.0 Comments,0
Post_70,youtube Tweet about #Fitness posted in Australia,2022-02-05,Youtube,#Fitness,Tweet,Australia,4226427.0,421149.0,53769.0,27804.0,0
Post_747,instagram Tweet about #Comedy posted in USA,2023-09-02,  instagram  ,#Comedy,Tweet,  USA  ,-1219230.0 Views,-350006.0 Likes,-94280.0 Shares,-32133.0 Comments,0
Post_1140,twitter Live Stream about #Fashion posted in Canada,2022-11-30,TWITTER,#Fashion,Live Stream,  Canada  ,3551156.0,74808.0,24814.0,5993.0,0
Post_2220,instagram Video about #Viral posted in India,2022-06-30,Instagram,#Viral,Video,India,-517316.0 Views,-364221.0 Likes,-48454.0 Shares,-32308.0 Comments,0
Post_4184,instagram Post about #Viral posted in India,invalid_date,  instagram  ,#none,Post,INDIA,,,,,0
Post_199,tiktok Shorts about #Comedy posted in USA,2023-09-20,  tiktok  ,#Comedy,Shorts,  USA  ,3982001.0,131915.0,64092.0,22170.0,0
Post_516,twitter Reel about #Comedy posted in Australia,2022-11-04,twitter,#Comedy,Reel,  Australia  ,2549644.0,355626.0,71483.0,4053.0,1
Post_3511,instagram Tweet about #Fashion posted in Japan,2023-12-07,Instagram,#Fashion,Tweet,  Japan  ,884253.0,386330.0,81443.0,9032.0,1
Post_3454,tiktok Live Stream about #Viral posted in Australia,2023-01-13,tiktok,#Viral,Live Stream,australia,705135.0,126785.0,67006.0,35860.0,1
Post_3873,twitter Post about #Music posted in Canada,2023-05-03,TWITTER,#Music,Post,  Canada  ,-3933642.0 Views,-85583.0 Likes,-99889.0 Shares,-39360.0 Comments,0
Post_3053,instagram Post about #Comedy posted in Canada,2022-09-09,INSTAGRAM,#Comedy,Post,canada,1119674.0,109989.0,80729.0,8816.0,1
Post_2511,twitter Video about #Music posted in UK,2023-05-27,TWITTER,#Music,Video,UK,1350342.0,347635.0,85096.0,4171.0,1
Post_1337,instagram Live Stream about #Education posted in Germany,2022-01-05,  instagram  ,#Education,Live Stream,  Germany  ,2277825.0,468829.0,14948.0,24904.0,0
Post_2624,tiktok Post about #Music posted in Japan,2022-04-17,  tiktok  ,#Music,Post,Japan,2905718.0,324095.0,73361.0,37029.0,0
Post_2743,youtube Reel about #Comedy posted in Brazil,2022-08-21,youtube,#Comedy,Reel,  Brazil  ,2316873.0,378566.0,70870.0,21370.0,0
Post_3796,tiktok Tweet about #Fitness posted in Japan,2023-04-03,  tiktok  ,#Fitness,Tweet,Japan,3447314.0,40473.0,28558.0,25286.0,0
Post_1186,tiktok Shorts about #Dance posted in Germany,2022-06-03,TIKTOK,#Dance,Shorts,  Germany  ,1435830.0,117831.0,84434.0,24859.0,1
Post_1161,instagram Shorts about #Dance posted in Brazil,2022-07-14,Instagram,#Dance,Shorts,Brazil,2930383.0,479741.0,220.0,33112.0,0
Post_973,youtube Reel about #Fitness posted in Japan,2022-04-23,Youtube,#Fitness,Reel,japan,4822353.0,247730.0,44555.0,34043.0,0
Post_3172,instagram Tweet about #Fashion posted in Brazil,2023-09-08,  instagram  ,#Fashion,Tweet,BRAZIL,652613.0,68913.0,48724.0,2520.0,0
Post_2502,twitter Post about #Dance posted in Canada,2023-02-15,  twitter  ,#Dance,Post,CANADA,4087476.0,19388.0,12617.0,13668.0,0
Post_3750,tiktok Post about #Dance posted in Brazil,2022-09-24,tiktok,#Dance,Post,brazil,4634207.0,74646.0,76271.0,25002.0,1
Post_3745,tiktok Reel about #Gaming posted in India,2023-02-25,tiktok,#Gaming,Reel,india,1032891.0,127535.0,53968.0,43870.0,0
Post_3789,twitter Video about #Gaming posted in USA,2023-08-14,Twitter,#Gaming,Video,  USA  ,3880037.0,60397.0,71412.0,49228.0,0
Post_1901,twitter Video about #Viral posted in Germany,2022-09-25,TWITTER,#Viral,Video,Germany,612367.0,377940.0,84389.0,2074.0,1
Post_1298,instagram Live Stream about #Music posted in UK,2023-09-08,instagram,#Music,Live Stream,uk,643763.0,472554.0,57987.0,11509.0,1
Post_4837,tiktok Reel about #Comedy posted in Brazil,2022-06-21,  tiktok  ,#Comedy,Reel,BRAZIL,1006682.0,469223.0,32079.0,24645.0,1
Post_4963,instagram Post about #Dance posted in UK,2023-03-17,Instagram,#Dance,Post,uk,3394623.0,412913.0,94817.0,13878.0,0
Post_3844,instagram Video about #Viral posted in USA,2023-12-27,instagram,#Viral,Video,  USA  ,3510259.0,64432.0,8488.0,15662.0,0
Post_3776,twitter Tweet about #Fashion posted in Brazil,2022-11-29,twitter,#Fashion,Tweet,BRAZIL,1758597.0,230467.0,79259.0,7925.0,0
Post_4700,twitter Tweet about #Viral posted in UK,2023-08-08,Twitter,#Viral,Tweet,Uk,1186127.0,319670.0,41088.0,8135.0,0
Post_2035,youtube Live Stream about #Music posted in UK,2022-10-09,  youtube  ,#Music,Live Stream,uk,4924870.0,372739.0,52629.0,10488.0,0
Post_1233,instagram Reel about #Fitness posted in Canada,2023-12-03,instagram,#Fitness,Reel,canada,80333.0,106027.0,74544.0,43880.0,1
Post_3893,twitter Reel about #Fitness posted in USA,2022-11-29,  twitter  ,#Fitness,Reel,Usa,-3578755.0 Views,-370590.0 Likes,-32965.0 Shares,-23433.0 Comments,0
Post_4374,instagram Tweet about #Dance posted in UK,2023-04-30,  instagram  ,#Dance,Tweet,Uk,3192456.0,38469.0,3444.0,1286.0,0
Post_4462,youtube Post about #Viral posted in Germany,2023-09-25,youtube,#Viral,Post,germany,4131095.0,134585.0,24149.0,46525.0,0
